id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_county_name,place_country_name,species_guess,scientific_name,common_name,taxon_id,taxon_family_name,taxon_genus_name,taxon_species_name
271346337,06cfca4c-80f7-4cd1-ac71-440f526379a0,2025/04/19 08:50,2025-04-19,2025-04-19 00:50:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/271346337,https://inaturalist-open-data.s3.amazonaws.com/photos/488082472/medium.jpeg,,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1579581894,121.6229907867,82,,,,82,,,false,,,,Hualien,Taiwan,Cyclosa,Cyclosa,塵蛛屬,127360,Araneidae,Cyclosa,
271346338,5da51500-6278-4696-bb19-ad0a070113f6,2025/04/19 08:51,2025-04-19,2025-04-19 00:51:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/271346338,https://inaturalist-open-data.s3.amazonaws.com/photos/488082523/medium.jpeg,,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1579581894,121.6229907867,82,,,,82,,,false,,,,Hualien,Taiwan,Cyclosa,Cyclosa,塵蛛屬,127360,Araneidae,Cyclosa,
271346341,8d4ada97-cec7-4535-ba3d-6950dc6dfabd,2025/04/19 08:53,2025-04-19,2025-04-19 00:53:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/271346341,https://inaturalist-open-data.s3.amazonaws.com/photos/488082569/medium.jpeg,,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1579581894,121.6229907867,82,,,,82,,,false,,,,Hualien,Taiwan,Thelacantha brevispina,Thelacantha brevispina,短棘蛛,360593,Araneidae,Thelacantha,Thelacantha brevispina
271346352,d09a1b8d-e3d2-4446-9608-7842b22ff594,2025/04/19 09:07,2025-04-19,2025-04-19 01:07:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/271346352,https://inaturalist-open-data.s3.amazonaws.com/photos/488082673/medium.jpeg,,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1579581894,121.6229907867,82,,,,82,,,false,,,,Hualien,Taiwan,Mastira,Mastira,乳蟹蛛屬,420833,Thomisidae,Mastira,
271869867,e496f749-1745-4166-bc03-aab74c9e69d3,2025/04/21 08:33,2025-04-21,2025-04-21 00:33:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/271869867,https://inaturalist-open-data.s3.amazonaws.com/photos/489070061/medium.jpeg,,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1581735513,121.6234521267,36,,,,36,,,false,,,,Hualien,Taiwan,Rhene setipes,Rhene setipes,條紋寬胸蠅虎,732770,Salticidae,Rhene,Rhene setipes
271869889,b7d4091c-5e92-4254-a787-c040b5c0b39a,2025/04/21 08:37,2025-04-21,2025-04-21 00:37:00 +0000,Taipei,8362598,greenechen,GreeneChen,research,CC-BY-NC,https://www.inaturalist.org/observations/271869889,https://inaturalist-open-data.s3.amazonaws.com/photos/489070300/medium.jpeg,,"",,1,0,false,,972台灣花蓮縣秀林鄉,24.1581735513,121.6234521267,36,,,,36,,open,false,,,,Hualien,Taiwan,花哈沙蛛,Hasarius adansoni,安德遜蠅虎,347886,Salticidae,Hasarius,Hasarius adansoni
271869893,af127815-0cc4-4a6b-920f-ec38fd3b8686,2025/04/21 08:38,2025-04-21,2025-04-21 00:38:00 +0000,Taipei,8362598,greenechen,GreeneChen,research,CC-BY-NC,https://www.inaturalist.org/observations/271869893,https://inaturalist-open-data.s3.amazonaws.com/photos/489070409/medium.jpeg,,"",,1,0,false,,972台灣花蓮縣秀林鄉,24.1581735513,121.6234521267,36,,,,36,,open,false,,,,Hualien,Taiwan,花哈沙蛛,Hasarius adansoni,安德遜蠅虎,347886,Salticidae,Hasarius,Hasarius adansoni
271869894,8360c6b3-5b90-4a3c-983c-cbc09e1da759,2025/04/21 08:38,2025-04-21,2025-04-21 00:38:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/271869894,https://inaturalist-open-data.s3.amazonaws.com/photos/489070451/medium.jpeg,,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1581735513,121.6234521267,36,,,,36,,,false,,,,Hualien,Taiwan,大盤蛛,Pancorius magnus,大盤蛛,740951,Salticidae,Pancorius,Pancorius magnus
271885673,58c1c2bf-d526-4f5c-aa4b-2d6054237f1e,2025/04/21 10:41,2025-04-21,2025-04-21 02:41:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/271885673,https://inaturalist-open-data.s3.amazonaws.com/photos/489098937/medium.jpeg,,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1585161726,121.6229693292,57,,,,57,,,false,,,,Hualien,Taiwan,Ptocasius strupifer,Ptocasius strupifer,毛垛兜跳蛛,450532,Salticidae,Ptocasius,Ptocasius strupifer
271885677,3c967260-1770-48a8-b058-15c2314ad3b2,2025/04/21 10:44,2025-04-21,2025-04-21 02:44:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/271885677,https://inaturalist-open-data.s3.amazonaws.com/photos/489098938/medium.jpeg,,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1585161726,121.6229693292,57,,,,57,,,false,,,,Hualien,Taiwan,Ptocasius strupifer,Ptocasius strupifer,毛垛兜跳蛛,450532,Salticidae,Ptocasius,Ptocasius strupifer
271885685,792d41e5-095f-4cce-9805-7caafe9ddfa6,2025/04/21 10:49,2025-04-21,2025-04-21 02:49:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/271885685,https://inaturalist-open-data.s3.amazonaws.com/photos/489099089/medium.jpeg,,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1585161726,121.6229693292,57,,,,57,,,false,,,,Hualien,Taiwan,Alcimochthes,Alcimochthes,弓蟹蛛屬,420778,Thomisidae,Alcimochthes,
271885686,41f6aecb-8e94-45a5-aa56-5e4925c2c27b,2025/04/21 10:53,2025-04-21,2025-04-21 02:53:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/271885686,https://inaturalist-open-data.s3.amazonaws.com/photos/489099298/medium.jpeg,,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1585161726,121.6229693292,57,,,,57,,,false,,,,Hualien,Taiwan,Thiania suboppressa,Thiania suboppressa,細齒方胸蛛,707913,Salticidae,Thiania,Thiania suboppressa
271885696,0666adce-c84d-44be-88ce-96d5b0c9bc63,2025/04/21 10:56,2025-04-21,2025-04-21 02:56:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/271885696,https://inaturalist-open-data.s3.amazonaws.com/photos/489099422/medium.jpeg,,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1585161726,121.6229693292,57,,,,57,,,false,,,,Hualien,Taiwan,Epeus glorius,Epeus glorius,榮艾普蛛,544576,Salticidae,Epeus,Epeus glorius
271885718,12a56a0b-2cfc-44e7-8749-867a36f5890a,2025/04/21 10:34,2025-04-21,2025-04-21 02:34:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/271885718,https://inaturalist-open-data.s3.amazonaws.com/photos/489099993/medium.jpeg,,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1585161726,121.6229693292,57,,,,57,,,false,,,,Hualien,Taiwan,Thiania suboppressa,Thiania suboppressa,細齒方胸蛛,707913,Salticidae,Thiania,Thiania suboppressa
271885724,cd7d9778-30f7-48a6-a1e0-31359c07dd90,2025/04/21 10:35,2025-04-21,2025-04-21 02:35:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/271885724,https://inaturalist-open-data.s3.amazonaws.com/photos/489100002/medium.jpeg,,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1585161726,121.6229693292,57,,,,57,,,false,,,,Hualien,Taiwan,Alcimochthes,Alcimochthes,弓蟹蛛屬,420778,Thomisidae,Alcimochthes,
271885725,93e536d9-102a-4169-b99e-5c03c9504775,2025/04/21 10:35,2025-04-21,2025-04-21 02:35:00 +0000,Taipei,8362598,greenechen,GreeneChen,research,CC-BY-NC,https://www.inaturalist.org/observations/271885725,https://inaturalist-open-data.s3.amazonaws.com/photos/489100039/medium.jpeg,,"",,1,0,false,,972台灣花蓮縣秀林鄉,24.1585161726,121.6229693292,57,,,,57,,,false,,,,Hualien,Taiwan,布氏艷蛛,Epocilla blairei,布氏艷蛛,209653,Salticidae,Epocilla,Epocilla blairei
271885726,5d493242-a62d-440d-b327-2b2258512228,2025/04/21 10:36,2025-04-21,2025-04-21 02:36:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/271885726,https://inaturalist-open-data.s3.amazonaws.com/photos/489100057/medium.jpeg,,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1585161726,121.6229693292,57,,,,57,,,false,,,,Hualien,Taiwan,Linyphiinae,Linyphiinae,皿蛛亞科,1296719,Linyphiidae,,
271885730,3901356d-2b9b-4326-b8b7-cbc7bec3500f,2025/04/21 10:37,2025-04-21,2025-04-21 02:37:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/271885730,https://inaturalist-open-data.s3.amazonaws.com/photos/489100167/medium.jpeg,,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1585161726,121.6229693292,57,,,,57,,,false,,,,Hualien,Taiwan,Linyphiinae,Linyphiinae,皿蛛亞科,1296719,Linyphiidae,,
271885731,d336f5f7-614d-4ee0-9e9c-c0d59ec79a65,2025/04/21 10:39,2025-04-21,2025-04-21 02:39:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/271885731,https://inaturalist-open-data.s3.amazonaws.com/photos/489100276/medium.jpeg,,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1585161726,121.6229693292,57,,,,57,,,false,,,,Hualien,Taiwan,Alcimochthes,Alcimochthes,弓蟹蛛屬,420778,Thomisidae,Alcimochthes,
271885732,19261f68-01ca-44d4-999a-53c5bc77b3df,2025/04/21 10:39,2025-04-21,2025-04-21 02:39:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/271885732,https://inaturalist-open-data.s3.amazonaws.com/photos/489100282/medium.jpeg,,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1585161726,121.6229693292,57,,,,57,,,false,,,,Hualien,Taiwan,布氏艷蛛,Epocilla blairei,布氏艷蛛,209653,Salticidae,Epocilla,Epocilla blairei
271885741,da15ba12-febf-4826-84c9-81593134cf81,2025/04/21 10:41,2025-04-21,2025-04-21 02:41:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/271885741,https://inaturalist-open-data.s3.amazonaws.com/photos/489100364/medium.jpeg,,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1585161726,121.6229693292,57,,,,57,,,false,,,,Hualien,Taiwan,Ptocasius strupifer,Ptocasius strupifer,毛垛兜跳蛛,450532,Salticidae,Ptocasius,Ptocasius strupifer
271893928,f8da7d4c-531b-44d7-805c-68c4ce72a3f9,2025/04/21 10:52,2025-04-21,2025-04-21 02:52:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/271893928,https://inaturalist-open-data.s3.amazonaws.com/photos/489120422/medium.jpeg,,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1587217451,121.6228513119,24,,,,24,,,false,,,,Hualien,Taiwan,Phycosoma,Phycosoma,藻蛛屬,250010,Theridiidae,Phycosoma,
272116649,3f1c4354-8aac-4750-9d88-5cdb05ded08b,2025/04/22 08:47,2025-04-22,2025-04-22 00:47:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/272116649,https://inaturalist-open-data.s3.amazonaws.com/photos/489539002/medium.jpeg,,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1580854486,121.6230873463,74,,,,74,,,false,,,,Hualien,Taiwan,Menemerus bivittatus,Menemerus bivittatus,雙帶扁蠅虎,68062,Salticidae,Menemerus,Menemerus bivittatus
272116657,b7e26cc7-51c9-4372-b56d-73e749594a6b,2025/04/22 08:51,2025-04-22,2025-04-22 00:51:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/272116657,https://inaturalist-open-data.s3.amazonaws.com/photos/489539107/medium.jpeg,,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1580854486,121.6230873463,74,,,,74,,,false,,,,Hualien,Taiwan,Epeus glorius,Epeus glorius,榮艾普蛛,544576,Salticidae,Epeus,Epeus glorius
272116668,68402d6d-0612-413e-8e58-07d2602f3964,2025/04/22 08:59,2025-04-22,2025-04-22 00:59:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/272116668,https://inaturalist-open-data.s3.amazonaws.com/photos/489539238/medium.jpeg,,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1580854486,121.6230873463,74,,,,74,,,false,,,,Hualien,Taiwan,Alcimochthes,Alcimochthes,弓蟹蛛屬,420778,Thomisidae,Alcimochthes,
272116670,0a1119fa-64ca-4fa1-b85f-21eb1684c422,2025/04/22 09:00,2025-04-22,2025-04-22 01:00:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/272116670,https://inaturalist-open-data.s3.amazonaws.com/photos/489539301/medium.jpeg,,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1580854486,121.6230873463,74,,,,74,,,false,,,,Hualien,Taiwan,Mastira,Mastira,乳蟹蛛屬,420833,Thomisidae,Mastira,
272116671,800a5dc4-50ee-47ba-a4bd-f69f8cc9b511,2025/04/22 09:02,2025-04-22,2025-04-22 01:02:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/272116671,https://inaturalist-open-data.s3.amazonaws.com/photos/489539392/medium.jpeg,,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1580854486,121.6230873463,74,,,,74,,,false,,,,Hualien,Taiwan,Diaea subdola,Diaea subdola,日本花蛛,360527,Thomisidae,Diaea,Diaea subdola
272116672,933beb34-063e-48a7-8f12-d585e78b96fc,2025/04/22 09:00,2025-04-22,2025-04-22 01:00:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/272116672,https://inaturalist-open-data.s3.amazonaws.com/photos/489539311/medium.jpeg,,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1580854486,121.6230873463,74,,,,74,,,false,,,,Hualien,Taiwan,Rhene setipes,Rhene setipes,條紋寬胸蠅虎,732770,Salticidae,Rhene,Rhene setipes
272116687,e1984db4-5081-48b1-878e-e2010d24bf00,2025/04/22 09:08,2025-04-22,2025-04-22 01:08:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/272116687,https://inaturalist-open-data.s3.amazonaws.com/photos/489539525/medium.jpeg,,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1580854486,121.6230873463,74,,,,74,,,false,,,,Hualien,Taiwan,Ptocasius strupifer,Ptocasius strupifer,毛垛兜跳蛛,450532,Salticidae,Ptocasius,Ptocasius strupifer
272116688,1aec4b57-db57-488d-b04e-8de4ddfdf38a,2025/04/22 09:09,2025-04-22,2025-04-22 01:09:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/272116688,https://inaturalist-open-data.s3.amazonaws.com/photos/489539554/medium.jpeg,,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1580854486,121.6230873463,74,,,,74,,,false,,,,Hualien,Taiwan,Diaea,Diaea,狩蛛屬,199493,Thomisidae,Diaea,
272116689,cde74410-8d18-429b-ac39-e879957627fb,2025/04/22 09:09,2025-04-22,2025-04-22 01:09:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/272116689,https://inaturalist-open-data.s3.amazonaws.com/photos/489539569/medium.jpeg,,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1580854486,121.6230873463,74,,,,74,,,false,,,,Hualien,Taiwan,Thiania suboppressa,Thiania suboppressa,細齒方胸蛛,707913,Salticidae,Thiania,Thiania suboppressa
272116696,651746fe-ebef-453b-a6e0-1e9b3262d12b,2025/04/22 09:11,2025-04-22,2025-04-22 01:11:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/272116696,https://inaturalist-open-data.s3.amazonaws.com/photos/489539616/medium.jpeg,,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1580854486,121.6230873463,74,,,,74,,,false,,,,Hualien,Taiwan,Telamonia vlijmi,Telamonia vlijmi,弗氏紐蛛,360576,Salticidae,Telamonia,Telamonia vlijmi
272116706,e537520a-153a-4c10-b03c-2a73feba007f,2025/04/22 09:36,2025-04-22,2025-04-22 01:36:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/272116706,https://inaturalist-open-data.s3.amazonaws.com/photos/489539747/medium.jpeg,,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1580854486,121.6230873463,74,,,,74,,,false,,,,Hualien,Taiwan,Araneae,Araneae,蜘蛛目,47118,,,
272142089,1551c536-8421-4468-ac39-3122b48670ba,2023/09/24 10:38,2023-09-24,2023-09-24 02:38:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/272142089,https://inaturalist-open-data.s3.amazonaws.com/photos/489592228/medium.jpeg,,"",,0,0,false,,972台灣花蓮縣秀林鄉富世291號,24.1583106,121.6212098,62,,,,62,,,false,,,,Hualien,Taiwan,Rhene,Rhene,寬胸蠅虎屬,210610,Salticidae,Rhene,
272142092,e88d3380-efba-4403-aaa3-7e67b7c2a3f8,2023/09/24 10:44,2023-09-24,2023-09-24 02:44:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/272142092,https://inaturalist-open-data.s3.amazonaws.com/photos/489592484/medium.jpeg,,"",,0,0,false,,972台灣花蓮縣秀林鄉富世291號,24.1583106,121.6212098,62,,,,62,,,false,,,,Hualien,Taiwan,Hamadruas hieroglyphica,Hamadruas hieroglyphica,象形文樹貓蛛,555822,Oxyopidae,Hamadruas,Hamadruas hieroglyphica
272142094,15f51d63-a55b-42fd-bbda-3e87724a8441,2023/09/24 10:51,2023-09-24,2023-09-24 02:51:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/272142094,https://inaturalist-open-data.s3.amazonaws.com/photos/489592763/medium.jpeg,,"",,0,0,false,,972台灣花蓮縣秀林鄉富世291號,24.1583106,121.6212098,62,,,,62,,,false,,,,Hualien,Taiwan,Diaea subdola,Diaea subdola,日本花蛛,360527,Thomisidae,Diaea,Diaea subdola
272142095,d7447296-2a12-45b0-a1ec-3967526d4712,2023/09/24 10:52,2023-09-24,2023-09-24 02:52:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/272142095,https://inaturalist-open-data.s3.amazonaws.com/photos/489592821/medium.jpeg,,"",,0,0,false,,972台灣花蓮縣秀林鄉富世291號,24.1583106,121.6212098,62,,,,62,,,false,,,,Hualien,Taiwan,Epeus glorius,Epeus glorius,榮艾普蛛,544576,Salticidae,Epeus,Epeus glorius
272142559,9728bd0f-d280-4f48-899d-bd6b3e32cfc3,2023/09/21 15:35,2023-09-21,2023-09-21 07:35:00 +0000,Taipei,8362598,greenechen,GreeneChen,research,CC-BY-NC,https://www.inaturalist.org/observations/272142559,https://inaturalist-open-data.s3.amazonaws.com/photos/489593717/medium.jpeg,,"",,1,0,false,,972台灣花蓮縣秀林鄉,24.1583106,121.6229693291,54,,,,54,,,false,,,,Hualien,Taiwan,毛垛兜跳蛛,Ptocasius strupifer,毛垛兜跳蛛,450532,Salticidae,Ptocasius,Ptocasius strupifer
272636124,5262a750-33a0-42d3-9d84-57b46cb6a2cf,2025/04/24 09:01,2025-04-24,2025-04-24 01:01:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/272636124,https://inaturalist-open-data.s3.amazonaws.com/photos/490465830/medium.jpeg,,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1582812325,121.6230766174,66,,,,66,,open,false,,,,Hualien,Taiwan,Hasarius adansoni,Hasarius adansoni,安德遜蠅虎,347886,Salticidae,Hasarius,Hasarius adansoni
272636129,3c2a5e23-d399-47b2-a71e-41bb3ad3113c,2025/04/24 09:03,2025-04-24,2025-04-24 01:03:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/272636129,https://inaturalist-open-data.s3.amazonaws.com/photos/490465865/medium.jpeg,,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1582812325,121.6230766174,66,,,,66,,,false,,,,Hualien,Taiwan,蠅虎屬,Plexippus,蠅虎屬,125445,Salticidae,Plexippus,
272636131,65e5852c-0c12-459e-801b-ba2da10d9570,2025/04/24 09:05,2025-04-24,2025-04-24 01:05:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/272636131,https://inaturalist-open-data.s3.amazonaws.com/photos/490465920/medium.jpeg,,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1582812325,121.6230766174,66,,,,66,,,false,,,,Hualien,Taiwan,Epeus glorius,Epeus glorius,榮艾普蛛,544576,Salticidae,Epeus,Epeus glorius
272636141,c4c941c7-3b7c-46e6-bf45-7d8d132a592a,2025/04/24 09:09,2025-04-24,2025-04-24 01:09:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/272636141,https://inaturalist-open-data.s3.amazonaws.com/photos/490465984/medium.jpeg,,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1582812325,121.6230766174,66,,,,66,,,false,,,,Hualien,Taiwan,Pardosa laura,Pardosa laura,溝渠豹蛛,360644,Lycosidae,Pardosa,Pardosa laura
272869547,ef637a57-28f5-4691-b22a-7dc2b298a0e8,2025/04/25 10:48,2025-04-25,2025-04-25 02:48:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/272869547,https://inaturalist-open-data.s3.amazonaws.com/photos/490916763/medium.jpeg,,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1580365027,121.6231731768,56,,,,56,,,false,,,,Hualien,Taiwan,Ptocasius strupifer,Ptocasius strupifer,毛垛兜跳蛛,450532,Salticidae,Ptocasius,Ptocasius strupifer
272869587,1cf69630-16b8-42cc-98b8-d6563f980fe0,2025/04/25 11:02,2025-04-25,2025-04-25 03:02:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/272869587,https://inaturalist-open-data.s3.amazonaws.com/photos/490917197/medium.jpeg,,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1580365027,121.6231731768,56,,,,56,,,false,,,,Hualien,Taiwan,蠅虎屬,Plexippus,蠅虎屬,125445,Salticidae,Plexippus,
273588022,d282b362-ced6-4643-b496-94ec1af584d1,2025/04/26 09:08,2025-04-26,2025-04-26 01:08:00 +0000,Taipei,8362598,greenechen,GreeneChen,research,CC-BY-NC,https://www.inaturalist.org/observations/273588022,https://inaturalist-open-data.s3.amazonaws.com/photos/492027747/medium.jpeg,,"",,1,0,false,,972台灣花蓮縣秀林鄉,24.1580756594,121.6230015156,59,,,,59,,,false,,,,Hualien,Taiwan,毛垛兜跳蛛,Ptocasius strupifer,毛垛兜跳蛛,450532,Salticidae,Ptocasius,Ptocasius strupifer
273588073,2b58ba74-58a1-47e2-918f-a62a4e5a6ce6,2025/04/26 09:20,2025-04-26,2025-04-26 01:20:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/273588073,https://inaturalist-open-data.s3.amazonaws.com/photos/492028898/medium.jpeg,,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1580756594,121.6230015156,59,,,,59,,,false,,,,Hualien,Taiwan,Menemerus bivittatus,Menemerus bivittatus,雙帶扁蠅虎,68062,Salticidae,Menemerus,Menemerus bivittatus
273588088,34f20db8-9488-49d7-915b-eadd584e7d52,2025/04/26 09:24,2025-04-26,2025-04-26 01:24:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/273588088,https://inaturalist-open-data.s3.amazonaws.com/photos/492029208/medium.jpeg,,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1580756594,121.6230015156,59,,,,59,,open,false,,,,Hualien,Taiwan,Hasarius adansoni,Hasarius adansoni,安德遜蠅虎,347886,Salticidae,Hasarius,Hasarius adansoni
273588128,38c7dcb0-5a8a-44ac-9937-d36e85ba7621,2025/04/26 09:43,2025-04-26,2025-04-26 01:43:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/273588128,https://inaturalist-open-data.s3.amazonaws.com/photos/492030483/medium.jpeg,,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1580756594,121.6230015156,59,,,,59,,,false,,,,Hualien,Taiwan,Thiania suboppressa,Thiania suboppressa,細齒方胸蛛,707913,Salticidae,Thiania,Thiania suboppressa
273588132,7ba7bd3d-6f62-401e-9dea-fb6f18656cd2,2025/04/26 09:44,2025-04-26,2025-04-26 01:44:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/273588132,https://inaturalist-open-data.s3.amazonaws.com/photos/492030529/medium.jpeg,,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1580756594,121.6230015156,59,,,,59,,,false,,,,Hualien,Taiwan,Thiania suboppressa,Thiania suboppressa,細齒方胸蛛,707913,Salticidae,Thiania,Thiania suboppressa
273588147,1421757b-dde9-41e0-a1d8-a2d67e9910d4,2025/04/26 09:48,2025-04-26,2025-04-26 01:48:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/273588147,https://inaturalist-open-data.s3.amazonaws.com/photos/492030870/medium.jpeg,,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1580756594,121.6230015156,59,,,,59,,,false,,,,Hualien,Taiwan,Carrhotus sannio,Carrhotus sannio,角貓跳蛛,334660,Salticidae,Carrhotus,Carrhotus sannio
